,City Name,City Country,City ID,City Lat,City Long,Temps (F),Humidity %,Cloudiness %,Windspeed (mph),City Datetime
462,ust-kan,RU,1488190,50.93,84.76,17.53,89,100,11.74,1580180109
463,taoudenni,ML,2450173,22.68,-3.98,66.97,22,0,10.09,1580180110
464,bima,ID,1648759,-8.47,118.72,86.76,69,24,3.69,1580180110
465,uyuni,BO,3901903,-20.46,-66.83,58.01,39,35,5.32,1580180111
466,bela vista,BR,3470177,-22.11,-56.52,74.88,70,2,1.66,1580180112
467,gambela,ET,337405,8.25,34.58,70.9,28,2,2.84,1580180112
468,ugoofaaru,MV,1337619,5.67,73.0,81.12,70,13,8.46,1580180113
469,acapulco,MX,3533462,16.86,-99.89,80.6,74,20,4.7,1580179515
470,moyo,UG,229059,3.66,31.72,76.44,38,100,2.68,1580180114
471,corinto,GR,259289,37.94,22.96,54.0,87,20,10.83,1580179861
472,shiyan,CN,1794903,32.65,110.78,54.0,52,0,3.49,1580180116
473,nemuro,JP,2128975,43.32,145.57,24.8,53,0,5.82,1580180116
474,berlevag,NO,780687,70.86,29.09,24.08,74,76,13.65,1580180117
475,orsk,RU,514734,51.2,58.57,14.0,72,90,20.13,1580180117
476,harwich,GB,2647383,51.94,1.28,43.0,93,75,11.41,1580180118
477,lasa,IT,3175096,46.62,10.7,35.01,92,90,4.7,1580180119
478,aqtobe,KZ,610611,50.28,57.21,8.6,84,20,26.84,1580180120
479,puerto del rosario,ES,2512186,28.5,-13.86,62.6,82,40,11.41,1580180120
480,ejido,VE,3644417,8.55,-71.24,47.48,94,58,1.45,1580180121
481,cartagena del chaira,CO,3792382,1.33,-74.84,77.14,75,100,2.3,1580180121
482,nioro,GM,2412408,13.35,-15.75,71.55,11,0,0.81,1580180122
483,ilebo,CD,215976,-4.32,20.58,73.51,62,96,1.66,1580180123
484,kayes,ML,2455517,14.0,-11.0,74.64,9,100,4.47,1580180124
485,porecatu,BR,3452992,-22.76,-51.38,80.6,44,4,3.36,1580180125
486,zholymbet,KZ,1516527,51.74,71.71,17.6,92,100,17.25,1580180125
487,sekoma,BW,933102,-24.4,23.88,67.01,24,0,3.22,1580180126
488,bozeman,US,5641727,45.68,-111.04,33.8,68,40,10.29,1580179892
489,rio grande,BR,3451138,-32.03,-52.1,63.0,90,3,14.45,1580180127
490,pochutla,MX,3517970,15.74,-96.47,80.6,74,20,10.29,1580180127
491,domodossola,IT,3177532,46.12,8.29,42.8,100,75,2.17,1580180128
492,broome,US,5110365,42.25,-75.83,33.01,92,90,9.17,1580180129
493,imbituba,BR,3461370,-28.24,-48.67,75.2,88,94,4.7,1580179864
494,haines junction,CA,5969025,60.75,-137.51,9.05,93,68,7.45,1580180130
495,tinoto,PH,1681782,5.89,125.07,87.8,66,20,4.7,1580180130
496,nuuk,GL,3421319,64.18,-51.72,12.2,78,90,2.24,1580180131
497,collie,AU,2074113,-33.37,116.15,93.99,19,0,6.22,1580180132
498,joshimath,IN,1268814,30.57,79.57,31.06,54,97,4.07,1580180132
499,roma,US,5134295,43.21,-75.46,33.8,96,90,6.93,1580180105
500,calama,CL,3897347,-22.47,-68.93,62.6,55,16,12.75,1580180134
501,tigil,RU,2120612,57.8,158.67,21.4,77,26,6.89,1580180135
502,half moon bay,US,5354943,37.46,-122.43,55.99,93,90,5.82,1580179844
503,lewistown,US,5197850,40.6,-77.57,36.0,80,90,9.17,1580180137
504,kotido,UG,230617,2.98,34.13,71.78,71,100,5.77,1580180137
505,eyl,SO,60019,7.98,49.82,76.37,72,89,26.6,1580180139
506,petropavlovsk-kamchatskiy,RU,2122104,53.05,158.65,37.4,47,100,7.2,1580180139
507,puerto maldonado,PE,3931470,-12.6,-69.18,75.88,94,100,2.8,1580180140
508,sao miguel do araguaia,BR,3448455,-13.28,-50.16,70.88,98,100,4.72,1580180140
509,tazovskiy,RU,1489853,67.47,78.7,2.43,95,100,12.41,1580179974
510,lavrentiya,RU,4031637,65.58,-171.0,-12.06,72,0,2.71,1580180142
511,kalianget,ID,1641977,-7.05,113.93,86.76,66,6,4.09,1580180143
512,yurty,RU,1485680,56.05,97.63,10.2,87,73,3.6,1580180144
513,merrill,US,5262680,45.18,-89.68,28.99,79,90,4.7,1580180144
514,lososina,RU,2123688,49.0,140.31,13.84,77,0,7.81,1580180145
515,eufaula,US,4060954,31.89,-85.15,46.4,100,1,4.12,1580180145
516,guaruja,BR,3461789,-23.99,-46.26,77.0,29,67,4.7,1580180146
517,kozmodemyansk,RU,543018,56.34,46.57,3.2,91,40,4.47,1580180147
518,ciudad bolivar,VE,3645532,8.12,-63.55,81.18,67,0,12.97,1580180147
519,casa grande,US,5288636,32.88,-111.76,69.01,38,75,6.93,1580180148
520,siddharthanagar,NP,1283621,27.5,83.45,59.34,72,0,2.64,1580180148
521,grindavik,IS,3416888,63.84,-22.43,33.8,79,90,16.11,1580180149
522,namie,JP,2111704,37.48,141.0,45.0,90,75,9.17,1580180149
523,karratha,AU,6620339,-20.74,116.85,84.7,76,25,10.42,1580180150
524,north platte,US,5697939,41.12,-100.77,33.8,74,90,3.36,1580180151
525,tatui,BR,3446692,-23.36,-47.86,73.99,49,28,1.99,1580180151
526,falam,MM,1326105,22.92,93.68,57.51,35,0,3.02,1580180152
527,grafton,US,4938048,42.21,-71.69,39.99,69,90,11.41,1580180152
528,jega,NG,2336237,12.22,4.38,64.92,14,2,11.05,1580180153
529,calamar,CO,3687972,10.25,-74.91,80.6,83,0,9.17,1580180154
530,marang,MY,1734715,5.21,103.21,82.4,78,40,3.36,1580180154
531,provost,CA,6113828,52.35,-110.27,21.81,95,100,2.33,1580180155
532,tiarei,PF,4033356,-17.53,-149.33,86.0,70,75,2.24,1580180155
533,hirara,JP,1862505,24.8,125.28,66.2,68,75,9.17,1580180156
534,quelimane,MZ,1028434,-17.88,36.89,77.81,82,64,4.85,1580180156
535,baruun-urt,MN,2032614,46.68,113.28,2.62,89,64,4.52,1580180157
536,gisborne,NZ,2206854,-38.65,178.0,86.31,34,0,4.7,1580180158
537,orel-izumrud,RU,803494,43.46,39.92,44.6,56,90,2.24,1580180159
538,turukhansk,RU,1488903,65.82,87.98,13.17,91,100,15.5,1580180159
539,homer,US,5864145,59.64,-151.55,10.4,65,75,8.05,1580180160
540,port jervis,US,5132016,41.38,-74.69,39.2,74,90,13.87,1580180161
541,kawalu,ID,1640902,-7.38,108.21,82.29,69,80,3.87,1580179980
542,meadow lake,US,5478673,34.8,-106.54,42.8,60,90,9.17,1580180163
543,payakumbuh,ID,1631905,-0.22,100.63,76.69,83,94,2.77,1580180163
544,juazeiro,BR,3397154,-9.41,-40.5,77.0,94,81,3.36,1580180164
545,poli,TZ,150689,-3.33,36.8,69.8,100,75,2.57,1580180164
546,sao joao da barra,BR,3448903,-21.64,-41.05,76.26,90,100,13.98,1580180165
547,carahue,CL,3896774,-38.7,-73.17,62.6,88,90,5.82,1580180165
548,granadilla de abona,ES,2517111,28.12,-16.58,61.0,67,20,14.99,1580180166
549,ambulu,ID,1621313,-8.35,113.61,82.35,80,0,5.06,1580180167
550,sao felix do xingu,BR,3388847,-6.64,-51.99,72.43,96,100,2.35,1580180167
551,kamaishi,JP,2112444,39.27,141.88,39.2,60,75,4.7,1580180168
552,ginir,ET,336454,7.13,40.7,60.28,92,100,0.63,1580180169
553,biak,ID,1637001,-0.91,122.88,82.69,77,87,3.04,1580180169
554,salsk,RU,499161,46.47,41.54,37.45,86,100,5.48,1580180170
555,ketou,BJ,2393551,7.36,2.6,69.46,89,0,0.63,1580180171
556,hauterive,FR,3013748,46.09,3.45,50.0,66,20,23.04,1580180172
557,bandarbeyla,SO,64814,9.49,50.81,75.4,71,42,27.09,1580180173
558,latung,PH,1707108,5.5,120.88,81.93,74,84,1.3,1580180173
559,hay river,CA,5972762,60.82,-115.8,12.2,92,90,5.82,1580180174
560,khash,IR,1160571,28.22,61.22,35.15,62,0,13.67,1580179588
561,san blas,MX,3987544,21.52,-105.27,62.6,82,40,5.82,1580180175
562,byron bay,AU,2172880,-28.65,153.62,91.99,74,90,8.05,1580180176
563,isiro,CD,215771,2.77,27.62,63.46,48,53,2.35,1580180176
564,gitega,BI,426271,-3.5,29.95,59.86,93,99,2.3,1580180177
565,hualmay,PE,3939761,-11.1,-77.61,70.59,81,100,5.55,1580180012
566,arenal,CO,3689653,8.46,-73.94,76.24,80,0,3.6,1580180178
567,talovaya,RU,484747,51.11,40.73,26.4,94,97,6.13,1580180179
568,aracuai,BR,3471846,-16.85,-42.07,70.02,97,100,1.9,1580179925
569,ajdabiya,LY,89113,30.76,20.23,61.18,77,0,14.45,1580180180
570,jacareacanga,BR,3397763,-6.22,-57.75,73.89,96,100,1.5,1580180180
571,buraydah,SA,107304,26.33,43.98,35.6,74,0,4.63,1580180181
572,cabedelo,BR,3404558,-6.98,-34.83,80.6,83,95,6.93,1580180181
573,alta floresta,BR,6316343,-9.88,-56.09,73.67,94,100,5.61,1580180182
574,moree,AU,2156927,-29.47,149.85,90.0,40,8,8.05,1580180183
575,liberal,US,5445820,37.04,-100.92,44.6,71,40,16.11,1580180183
576,pingliang,CN,1798760,35.54,106.69,25.61,52,13,2.13,1580179930
577,novokayakent,RU,518764,42.39,47.99,30.2,86,0,6.71,1580180184
578,virginia beach,US,4791259,36.85,-75.98,46.4,93,1,10.65,1580179646
579,yatou,CN,1786855,37.15,122.38,39.65,93,100,10.25,1580180185
580,leamington,CA,6051123,42.05,-82.61,36.0,80,90,3.36,1580179923
581,surgut,RU,1490624,61.25,73.42,-7.6,83,40,8.95,1580180187
582,svetlogorsk,BY,10722858,52.63,29.73,29.91,89,77,5.41,1580180187
583,murakami,JP,1856434,38.23,139.48,46.4,70,75,9.17,1580180188
584,camabatela,AO,2242885,-8.19,15.38,63.19,94,99,1.01,1580180188
585,trairi,BR,3386177,-3.28,-39.27,75.29,91,68,0.4,1580180189
586,saint george,US,5546220,37.1,-113.58,51.8,64,1,6.93,1580179944
587,khandyga,RU,2022773,62.67,135.6,-10.43,95,100,1.1,1580180191
588,sobolevo,RU,525426,54.43,31.9,28.78,97,100,4.97,1580180191
589,iquique,CL,3887127,-20.22,-70.14,75.2,73,75,5.82,1580180192
590,hyeres,FR,6451497,43.12,6.12,48.2,93,41,6.93,1580180192
591,assiniboia,CA,5887798,49.63,-105.98,26.69,90,100,6.64,1580180193
592,sarkand,KZ,1519691,45.41,79.92,21.06,92,96,2.3,1580180193
593,porangatu,BR,3453014,-13.44,-49.15,69.71,98,100,2.3,1580180194
594,sorland,NO,3137469,67.67,12.69,28.51,78,100,24.52,1580180195
595,whitehorse,CA,6180550,60.72,-135.05,10.4,85,40,3.36,1580180195
596,monzon,ES,3116224,41.91,0.19,44.01,93,90,2.24,1580180196
597,san andres,CO,3670218,12.58,-81.7,75.2,78,20,2.24,1580180141
598,klaebu,NO,7626381,63.3,10.48,39.2,74,75,2.24,1580180198
599,belen,TR,321572,36.49,36.22,48.0,100,75,4.7,1580180198
600,saint anthony,US,5044290,45.02,-93.22,23.0,92,90,4.7,1580180199
601,mahanoro,MG,1062553,-19.9,48.8,77.94,64,45,1.79,1580180200
602,sturgis,US,5011428,41.8,-85.42,33.8,94,90,6.22,1580180200
603,lavumisa,SZ,935051,-27.31,31.89,64.83,84,100,1.83,1580180201
604,thinadhoo,MV,1337610,0.53,72.93,81.14,76,87,15.68,1580180201
605,deputatskiy,RU,2028164,69.3,139.9,-32.28,69,18,6.44,1580180202
606,cortez,US,5418104,37.35,-108.59,33.8,59,1,12.75,1580180203
607,copiapo,CL,3893656,-27.37,-70.33,66.2,77,0,5.82,1580180122
608,madimba,TZ,878141,-10.4,40.33,80.98,86,93,10.58,1580180204
609,bajil,YE,77408,15.06,43.29,68.47,85,98,2.13,1580180205
610,bulgan,MN,2032201,48.81,103.53,8.02,76,34,2.15,1580180205
611,tocopilla,CL,3869716,-22.09,-70.2,63.37,62,7,0.74,1580180206
612,ripky,UA,695653,51.8,31.08,29.66,91,59,4.18,1580180206
613,santa maria,BR,3450083,-29.68,-53.81,75.2,73,20,9.17,1580180207
614,muisne,EC,3653967,0.6,-80.03,76.69,84,70,2.46,1580180208
615,bucyrus,US,5148635,40.81,-82.98,35.01,97,90,5.82,1580180209
616,kabanjahe,ID,1214965,3.1,98.49,86.0,74,20,6.93,1580180209
617,bambanglipuro,ID,1650434,-7.95,110.28,87.26,63,16,0.09,1580180210
618,elko,US,5703673,41.0,-115.5,37.4,74,75,2.59,1580180210
619,lalpur,IN,1265150,22.2,69.97,66.2,82,40,10.29,1580180213
620,fortuna,US,5563839,40.6,-124.16,55.4,82,90,5.82,1580180213
621,orshanka,RU,514739,56.92,47.89,-11.94,96,0,3.74,1580180214
622,mweka,CD,207596,-4.85,21.57,72.9,70,100,2.26,1580180215
623,gat,IL,293842,31.61,34.76,50.0,87,100,5.82,1580180195
624,moose factory,CA,6078372,51.26,-80.61,10.4,85,90,10.29,1580180216
625,belmonte,BR,3470137,-15.86,-38.88,77.0,94,75,2.24,1580179924
626,bowmore,US,4486983,34.94,-79.3,46.4,100,1,6.49,1580180217
627,beaufort,MY,1733874,5.35,115.75,84.2,83,75,6.93,1580180217
628,ola,RU,2122574,59.58,151.28,17.67,94,100,3.27,1580180218
629,hambantota,LK,1244926,6.12,81.12,76.95,74,100,16.17,1580180219
630,tubuala,PA,3700393,9.52,-79.03,75.2,83,40,2.24,1580180219
631,candelaria,PH,1719274,13.93,121.42,82.0,78,9,1.01,1580180220
632,shetpe,KZ,608324,44.17,52.12,33.03,88,50,2.53,1580180221
633,verkhneuralsk,RU,475463,53.88,59.21,10.4,66,75,11.18,1580180221
634,haysville,US,4272788,37.56,-97.35,39.99,82,90,13.87,1580180222
635,lar,IN,1265053,26.2,83.97,61.0,65,14,3.4,1580180223
636,sakhnovshchyna,UA,694919,49.15,35.87,30.78,87,72,5.26,1580180223
637,bella vista,US,4101114,36.43,-94.23,48.2,75,1,6.93,1580180224
638,upata,VE,3625710,8.01,-62.4,72.64,88,0,4.38,1580180224
639,westport,US,4845585,41.14,-73.36,42.8,60,90,6.93,1580180225
640,barao de melgaco,BR,3470871,-16.19,-55.97,84.2,70,35,3.36,1580180225
641,inuvik,CA,5983607,68.35,-133.72,-22.0,67,90,11.41,1580180226
642,te karaka,NZ,2184772,-38.47,177.87,86.31,34,0,4.7,1580180227
643,heyang,CN,1811764,26.1,107.47,41.56,65,45,5.01,1580180227
644,chandausi,IN,1274767,28.45,78.77,57.72,71,18,8.81,1580180228
645,ducheng,CN,1811929,23.24,111.53,43.0,79,96,4.0,1580180228
646,shitanjing,CN,1794971,39.23,106.34,27.7,66,0,2.77,1580180229
647,meulaboh,ID,1214488,4.14,96.13,81.36,76,82,6.02,1580180229
648,marystown,CA,6067472,47.17,-55.15,31.37,89,19,11.21,1580180230
649,aykino,RU,580182,62.22,49.99,-17.07,98,14,4.18,1580180231
650,camana,PE,3945985,-16.62,-72.71,68.16,87,97,5.93,1580180231
651,ambilobe,MG,1082243,-13.2,49.05,73.89,89,100,5.03,1580180232
652,coahuayana,MX,4013679,18.73,-103.68,69.8,64,5,6.06,1580180233
653,vanavara,RU,2013727,60.34,102.28,8.19,92,100,5.39,1580180234
654,manoharpur,IN,1263649,27.3,75.95,59.0,82,40,4.7,1580180234
655,pokhara,NP,1282898,28.23,83.98,55.33,53,0,2.08,1580180235
656,kokopo,PG,2093685,-4.35,152.26,84.25,76,83,16.55,1580180236
657,sangar,RU,2017215,63.92,127.47,-30.23,83,0,2.62,1580180237
658,lohardaga,IN,1264839,23.43,84.68,55.4,71,75,0.89,1580180035
659,sisimiut,GL,3419842,66.94,-53.67,-1.28,93,100,6.29,1580180238
660,pisco,PE,3932145,-13.7,-76.22,71.6,88,40,13.87,1580180238
661,makamba,BI,422232,-4.13,29.8,62.69,91,99,1.88,1580180239
662,paoua,CF,2383523,7.24,16.44,63.12,21,0,3.69,1580180239
663,leua,SK,3059101,48.22,18.61,34.0,100,90,3.36,1580180240
664,port pirie,AU,2063030,-33.18,138.02,77.0,57,0,12.75,1580180240
665,najran,SA,103630,17.49,44.13,42.8,52,5,1.81,1580180241
666,severobaykalsk,RU,2016910,55.65,109.32,15.84,74,0,12.5,1580180015
667,metro,ID,1635283,-5.11,105.31,84.88,73,100,6.11,1580179953
668,antsirabe,MG,1069166,-19.85,47.03,57.27,96,0,2.04,1580180243
669,preobrazheniye,RU,2017658,42.9,133.91,31.78,43,100,6.2,1580180243
670,ikauna,IN,1269805,27.55,81.97,57.61,75,0,9.17,1580180244
671,horki,BY,627905,54.29,30.98,28.27,97,100,4.7,1580180245
672,csanytelek,HU,721856,46.59,20.12,35.01,86,90,6.93,1580180245
673,manaure,CO,3675504,11.78,-72.44,80.6,78,40,4.7,1580180246
674,mandalgovi,MN,2030065,45.76,106.27,5.65,77,0,3.96,1580180247
675,chadiza,ZM,921028,-14.07,32.44,64.33,89,95,2.17,1580180247
676,anito,PH,1730622,12.45,125.29,81.28,70,37,1.99,1580180248
677,altoona,US,5178195,40.52,-78.39,34.0,74,90,12.75,1580180049
678,padilla,CO,3673407,3.22,-76.31,73.4,78,75,3.36,1580180249
679,tomatlan,MX,3981391,19.93,-105.25,63.05,93,0,1.95,1580180250
680,chapais,CA,5919850,49.78,-74.85,8.6,84,1,8.05,1580180250
681,rudbar,AF,1128239,30.15,62.6,39.29,67,0,11.7,1580180252
682,las tunas,CU,3550598,20.96,-76.95,69.8,88,88,1.12,1580180252
683,warangal,IN,1252948,18.0,79.58,70.92,81,66,11.12,1580180253
684,poltava,UA,696643,49.59,34.54,31.35,89,100,5.41,1580180253
685,coronado,US,5339663,32.69,-117.18,61.0,77,40,10.29,1580180254
686,qaqortoq,GL,3420846,60.72,-46.03,14.0,56,62,5.82,1580180254
687,sol-iletsk,RU,491019,51.16,54.99,0.01,94,0,8.32,1580180255
688,charleville-mezieres,FR,3026613,49.77,4.72,45.0,87,100,19.46,1580180256
689,guerrero negro,MX,4021858,27.98,-114.06,61.32,76,0,5.23,1580180256
690,zaliztsi,UA,687787,49.79,25.37,33.15,90,0,5.97,1580180257
691,praia da vitoria,PT,3372760,38.73,-27.07,64.4,93,75,31.97,1580180257
692,jandayan,PH,1710303,10.17,124.18,86.0,74,20,6.93,1580180258
693,cururupu,BR,3401148,-1.83,-44.87,74.25,98,100,0.96,1580180259
694,royan,FR,2982343,45.63,-1.03,51.8,81,67,18.34,1580180260
695,abnub,EG,362973,27.27,31.15,44.6,56,66,2.24,1580180260
